time_s,raw_emg,filtered,smoothed,activation
0.0,-0.7887943814471305,0.007780284960598682,0.3682721646735982,0
0.0010005002501250625,-0.6896209605327686,-0.002285479832993653,0.39603801666589444,0
0.002001000500250125,-0.11783021124063298,0.658406916686035,0.404823156242233,0
0.003001500750375187,0.7559238833121752,1.2353460572607724,0.43257560515600163,0
0.00400200100050025,0.5131445495852174,1.2437105046547754,0.4382266163129263,0
0.0050025012506253125,1.9451533932135054,2.264315303038829,0.44439186043839335,0
0.006003001500750374,0.7777276460537306,1.4247142016412289,0.4476393057513505,0
0.007003501750875437,0.8031901558645574,1.0216036709899767,0.4567333701518062,0
0.0080040020010005,0.3175782214225855,0.8579113400340794,0.45696433771623873,0
0.009004502251125562,-0.8263499367483048,-0.6717301883137711,0.4771529573496253,0
0.010005002501250625,-0.7947221382195229,-0.3586716695550525,0.5005739249050848,1
0.011005502751375688,0.32546312594226423,0.43462307745653184,0.5138967540213129,1
0.012006003001500749,-0.3058818866803058,0.029362273912494435,0.5311616987997031,1
0.013006503251625811,-0.23484733050494033,-0.1528788544544612,0.5351221071704543,1
0.014007003501750874,-0.5612838855826341,-0.33004776864263985,0.5359017240143554,1
0.015007503751875937,-0.9271943467901058,-0.8600686639119732,0.552536597096503,1
0.016008004002001,-1.6255128147631077,-1.4972549472847554,0.561157993342183,1
0.01700850425212606,-0.8689759719957161,-0.8173342157439916,0.5631584676250478,1
0.018009004502251125,-0.3027644182861464,-0.2628615416130925,0.5655615974385808,1
0.019009504752376186,-1.0960647113677873,-1.079131759223482,0.5796608056916106,1
0.02001000500250125,-0.32978340551705726,-0.3435434369260768,0.5871916353793135,1
0.02101050525262631,0.6869994613698203,0.6401998706113177,0.5882295630504122,1
0.022011005502751375,1.008908779132553,0.9806168951778544,0.6188828678533425,1
0.023011505752876436,0.44510824494329987,0.3185575091138703,0.6390701314022392,1
0.024012006003001497,0.9388120116733752,0.9206518026392531,0.6447713930913381,1
0.02501250625312656,1.5814897307851448,1.3882925996148128,0.6542042651132076,1
0.026013006503251623,0.45404737205930595,0.439256978816926,0.6581043986907564,1
0.027013506753376687,1.599037513551378,1.3876224456884332,0.6676792080770496,1
0.028014007003501748,0.325076258585306,0.2825505578462335,0.6672616879457542,1
0.029014507253626812,-0.12656984376935032,-0.30826220627335255,0.6492715729575714,1
0.030015007503751873,0.2437064882127106,0.16237226564785778,0.6305577605028181,1
0.031015507753876938,-0.3066658372392576,-0.45470322002278635,0.5971281999105432,1
0.032016008004002,0.10583516710913365,0.011548378221627686,0.5839969352229327,1
0.03301650825412706,-0.8644643985887102,-1.0094309816693297,0.57555597428826,1
0.03401700850425212,-1.0945712746537362,-1.1710483777729737,0.5665438992009953,1
0.03501750875437719,-0.5007311698667131,-0.6661414558114054,0.5678261568337815,1
0.03601800900450225,-0.8069413627235095,-0.8632472389195143,0.5704763555935999,1
0.03701850925462731,0.38077100123126373,0.198020418537557,0.5623539718954716,1
0.03801900950475237,0.0946464267451177,0.03898084219505743,0.5709814800920894,1
0.03901950975487744,-0.6422976429824199,-0.8317436541073795,0.5817983190423692,1
0.0400200100050025,-0.3620068513061579,-0.43106981228399416,0.6018483562947633,1
0.04102051025512756,0.29210015184291444,0.10002371414324468,0.5984304860684618,1
0.04202101050525262,0.20801000041696333,0.12015649067665096,0.5877505586133311,1
0.04302151075537768,0.8954721934582512,0.7049604126514919,0.6175690653558138,1
